SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
100194,6504230,Closed,currency 1,-1142,0,-1018,-1017,9526.68,0,24750,0,0,0,Consumer credit,-1017,27841.5
100194,6504232,Closed,currency 1,-743,0,-561,-561,9526.68,0,102780,0,0,0,Consumer credit,-556,27841.5
100194,6504233,Closed,currency 1,-545,0,-394,-394,9526.68,0,78943.5,0,0,0,Consumer credit,-394,27841.5
100194,6504235,Closed,currency 1,-358,0,-333,-333,9526.68,0,88861.5,0,0,0,Consumer credit,-333,27841.5
100194,6504236,Closed,currency 1,-392,0,-211,-211,9526.68,0,85752,0,0,0,Consumer credit,-206,27841.5
100194,6504237,Active,currency 1,-213,0,883,-211,9526.68,0,516577.5,0,0,0,Consumer credit,-29,27841.5
100194,6504238,Active,currency 1,-107,0,1323,-211,9526.68,0,454500,457051.5,0,0,Consumer credit,-15,27841.5
100194,6504239,Active,currency 1,-829,0,267,-211,9526.68,0,135000,126364.5,0,0,Credit card,-2,27841.5
100195,5664814,Closed,currency 1,-2597,0,-2232,-2206,9526.68,0,67500,0,0,0,Consumer credit,-149,27841.5
100195,5664815,Active,currency 1,-736,0,-2232,-2206,0,0,157500,155065.5,2431.575,0,Credit card,-26,27841.5
100196,6307489,Closed,currency 1,-2812,0,-2628,-2611,0,0,38061,0,2431.575,0,Consumer credit,-2609,27841.5
100196,6307491,Closed,currency 1,-1230,0,-922,-922,0,0,225000,0,2431.575,0,Consumer credit,-922,27841.5
100196,6307492,Closed,currency 1,-771,0,-617,-617,0,0,83731.5,0,2431.575,0,Consumer credit,-611,27841.5
100196,6307493,Closed,currency 1,-954,0,-617,-617,0,0,22972.5,0,2431.575,0,Consumer credit,-611,27841.5
100196,6307495,Closed,currency 1,-854,0,-307,-306,0,0,450000,0,2431.575,0,Credit card,-303,27841.5
100196,6307496,Active,currency 1,-502,0,230,-306,0,0,892705.5,0,2431.575,0,Consumer credit,-13,27841.5
100196,6307497,Active,currency 1,-454,0,642,-306,0,0,337500,294129,2431.575,0,Credit card,-11,27841.5
100196,6307498,Closed,currency 1,-693,0,-511,-573,0,0,45000,0,0,0,Consumer credit,-329,27841.5
100196,6307499,Closed,currency 1,-573,0,-390,-390,0,0,72000,0,0,0,Consumer credit,-389,27841.5
100196,6307500,Active,currency 1,-152,0,-91,-390,0,0,45000,45000,0,0,Consumer credit,-132,27841.5
100196,6307501,Active,currency 1,-124,0,247,-390,0,0,135000,100669.5,0,0,Consumer credit,-13,27841.5
100199,6144027,Closed,currency 1,-1861,0,1018,-96,0,0,427500,0,0,0,Credit card,-93,27841.5
100199,6144028,Active,currency 1,-190,0,1049,-96,0,0,67500,66402,0,0,Credit card,-29,18787.5
100199,5936478,Closed,currency 1,-786,0,1049,-86,0,0,405000,0,0,0,Credit card,-83,18787.5
100199,5936479,Closed,currency 1,-786,0,1049,-360,0,0,90000,0,0,0,Credit card,-227,18787.5
100201,5928810,Closed,currency 1,-2634,0,-2452,-2426,6790.5,0,33871.5,0,0,0,Consumer credit,-2422,18787.5
100202,5152946,Closed,currency 1,-777,0,-534,-624,6790.5,0,26136,0,0,0,Consumer credit,-622,18787.5
100202,5152947,Closed,currency 1,-1164,0,-829,-858,6790.5,0,100399.5,0,0,0,Consumer credit,-695,18787.5
100202,5152948,Active,currency 1,-102,0,191,-858,6790.5,0,108000,0,0,0,Credit card,-22,18787.5
100202,5152949,Active,currency 1,-105,0,626,-858,6790.5,0,229500,213867,0,0,Consumer credit,-22,18787.5
100203,6305523,Active,currency 1,-532,0,572,-858,6790.5,0,81000,83124,0,0,Credit card,-29,18787.5
100204,6363480,Active,currency 1,-534,0,562,-858,6790.5,0,468000,289075.5,0,0,Consumer credit,-16,18598.5
100204,6363481,Closed,currency 1,-126,0,-93,-93,6790.5,0,45000,289075.5,0,0,Microloan,-89,0
100204,6363482,Active,currency 1,-68,0,-93,-93,6790.5,0,22500,25177.5,0,0,Microloan,-19,25177.5
100204,6363483,Closed,currency 1,-105,0,-93,-19,6790.5,0,22500,0,0,0,Microloan,-19,0
100204,6363484,Closed,currency 1,-146,0,-93,-19,6790.5,0,22500,0,0,0,Microloan,-19,0
100207,5746493,Active,currency 1,-82,0,1094,-19,6790.5,0,135000,115708.5,0,0,Credit card,-4,0
100207,5746494,Active,currency 1,-233,0,1593,-19,6790.5,0,792000,729076.5,0,0,Consumer credit,-4,0
100207,5746495,Active,currency 1,-2131,0,-306,-19,11547,0,450000,729076.5,0,0,Consumer credit,-306,0
100207,5746496,Active,currency 1,-852,0,975,-19,6142.5,0,312300,729076.5,0,0,Consumer credit,-28,0
100208,6440320,Closed,currency 1,-2028,0,-1936,-964,6142.5,0,17550,729076.5,0,0,Consumer credit,-961,0
100208,6440317,Closed,currency 1,-2344,0,-2009,-2128,2700,0,24075,0,0,0,Consumer credit,-2128,0
100208,6440318,Closed,currency 1,-2027,0,-1936,-1936,2700,0,17550,0,0,0,Consumer credit,-1354,0
100208,6440319,Closed,currency 1,-1797,0,-1618,-1594,2700,0,81000,0,0,0,Consumer credit,-1354,0
100208,6440321,Closed,currency 1,-1800,0,-1618,-964,2700,0,81000,0,0,0,Consumer credit,-961,0
100208,6440322,Closed,currency 1,-1845,0,-1667,-964,2700,0,27000,0,0,0,Consumer credit,-961,0
100208,6440323,Closed,currency 1,-1576,0,-1272,-1272,0,0,99900,0,0,0,Consumer credit,-1272,0
100210,5600576,Closed,currency 1,-1653,0,-1564,-1623,0,0,20250,0,0,0,Consumer credit,-1482,0
100211,6499143,Active,currency 1,-124,0,1702,-1623,0,0,450000,445420.62,0,0,Consumer credit,-15,18742.5
100211,6499144,Closed,currency 1,-195,0,-72,-72,0,0,92656.8,0,0,0,Consumer credit,-66,18742.5
100212,6359277,Active,currency 1,-78,0,107,-72,0,0,23502.645,16299,0,0,Consumer credit,-16,3357.54
100213,5788692,Closed,currency 1,-2438,0,-2253,-2307,0,0,37788.705,0,0,0,Consumer credit,-560,3357.54
100213,5788693,Closed,currency 1,-1202,0,-898,-874,0,0,36828,0,0,0,Consumer credit,-871,3357.54
100213,5788694,Active,currency 1,-684,0,412,-874,0,0,220797,170511.795,50285.205,0,Credit card,-8,0
100215,5521387,Closed,currency 1,-15,0,-15,-15,0,0,7200,0,7200,0,Credit card,-15,0
100215,5521388,Closed,currency 1,-15,0,-15,-15,0,0,119048.22,0,119048.22,0,Credit card,-15,0
100216,5487157,Closed,currency 1,-2852,0,-2640,-2669,3546.9,0,19371.69,0,0,0,Consumer credit,-2669,0
100217,5422043,Closed,currency 1,-1328,0,-931,-916,3546.9,0,112536,0,0,0,Consumer credit,-669,0
100217,5422050,Closed,currency 1,-1327,0,-900,-930,0,0,112536,0,0,0,Consumer credit,-930,0
100218,6091336,Active,currency 1,-753,0,352,-930,0,0,108000,101425.5,0,0,Credit card,-4,6885
100218,6091337,Active,currency 1,-217,0,332,-930,0,0,242550,181314,0,0,Consumer credit,-13,17100
100218,6091338,Active,currency 1,-479,0,30973,-930,0,0,450000,420844.5,0,0,Credit card,-6,17100
100218,6091339,Closed,currency 1,-648,0,-465,-465,0,0,109032.885,0,0,0,Consumer credit,-461,17100
100220,6067315,Closed,currency 1,-1539,0,-1174,-1205,0,0,81706.5,0,0,0,Consumer credit,-1205,17100
100220,6067310,Closed,currency 1,-1666,0,-570,-727,0,0,270000,0,0,0,Consumer credit,-545,17100
100220,6067311,Active,currency 1,-1568,0,-490,-727,0,0,472500,409041,0,0,Credit card,-73,17100
100220,6067312,Closed,currency 1,-2413,0,-2108,-2139,0,0,85581,0,0,0,Consumer credit,-1471,17100
100220,6067313,Closed,currency 1,-2199,0,-2045,-2107,0,0,23400,0,0,0,Consumer credit,-2105,17100
100220,6067314,Closed,currency 1,-1781,0,-1597,-1658,0,0,50683.5,0,0,0,Consumer credit,-1471,17100
100220,6067316,Closed,currency 1,-350,0,-47,-106,0,0,126562.5,0,0,0,Consumer credit,-104,17100
100221,5625644,Closed,currency 1,-2703,0,-1972,-1972,0,0,186750,0,0,0,Consumer credit,-1972,14040
100223,5444835,Active,currency 1,-354,0,378,-1972,0,0,450000,318597.165,0,0,Consumer credit,-16,14040
100223,5444836,Closed,currency 1,-1364,0,-633,-633,0,0,135324,0,0,0,Consumer credit,-535,14040
100223,5444837,Active,currency 1,-2392,0,-566,-633,0,0,135000,27900,0,0,Consumer credit,-1464,31.5
100223,5444838,Active,currency 1,-249,0,10722,-633,0,0,5755500,5737117.5,0,0,Mortgage,-19,71788.5
100223,5444839,Active,currency 1,-196,0,535,-633,0,0,469395,382752,0,0,Consumer credit,-13,0
100223,5444840,Closed,currency 1,-464,0,-98,-343,0,0,177075,0,0,0,Consumer credit,-343,0
100223,5444841,Closed,currency 1,-495,0,-343,-343,0,0,210150,0,0,0,Consumer credit,-343,0
100224,6068545,Closed,currency 1,-1342,0,-1038,-1248,0,0,91607.76,0,0,0,Consumer credit,-1246,0
100224,6068554,Closed,currency 1,-2643,0,-2338,-2338,0,0,57478.5,0,0,0,Consumer credit,-1563,0
100224,6068559,Closed,currency 1,-890,0,-2338,-428,0,0,337500,0,0,0,Credit card,-428,0
100224,6068546,Active,currency 1,-1342,0,484,-428,0,0,4500,0,0,0,Credit card,-612,0
100224,6068547,Closed,currency 1,-2644,0,-2338,-2316,0,0,57478.5,0,0,0,Consumer credit,-797,0
100224,6068548,Closed,currency 1,-1868,0,-1721,-1721,0,0,71550,0,0,0,Consumer credit,-1322,0
100224,6068549,Closed,currency 1,-336,0,29,-75,0,0,522000,0,0,0,Consumer credit,-71,0
100224,6068550,Active,currency 1,-335,0,31136,-75,0,0,135000,0,0,0,Credit card,-35,0
100224,6068551,Closed,currency 1,-1024,0,-658,-781,0,0,313650,0,0,0,Consumer credit,-780,0
100224,6068552,Active,currency 1,-260,0,1063,-781,0,0,45000,37566,0,0,Credit card,-47,0
100224,6068553,Active,currency 1,-263,0,1563,-781,0,0,841500,774643.5,0,0,Consumer credit,-47,0
100224,6068555,Closed,currency 1,-1874,0,-1721,-932,0,0,71550,774643.5,0,0,Consumer credit,-929,0
100224,6068556,Active,currency 1,-1268,0,-172,-932,0,0,225000,192163.5,0,0,Credit card,-899,0
100224,6068557,Active,currency 1,-1511,0,-780,-932,0,0,239265,84739.5,0,0,Consumer credit,-810,0
100224,6068558,Closed,currency 1,-735,0,-780,-428,0,0,225000,84739.5,0,0,Credit card,-428,0
100224,6068560,Closed,currency 1,-428,0,668,-259,0,0,900000,84739.5,0,0,Consumer credit,-259,0
100224,6068561,Active,currency 1,-98,0,668,-259,0,0,90000,84739.5,0,0,Credit card,-94,0
100224,6068562,Active,currency 1,-98,0,998,-259,0,0,1023273,84739.5,0,0,Consumer credit,-3,0
100224,6068563,Active,currency 1,-2581,0,998,-259,2693.16,0,121500,115497,6001.245,0,Credit card,-23,0
100225,5604427,Closed,currency 1,-1115,0,-779,-990,0,0,23692.5,0,0,0,Consumer credit,-990,0
100227,6428531,Active,currency 1,-216,0,87,-990,0,0,121333.545,63679.995,0,0,Consumer credit,-14,0
100227,6428532,Active,currency 1,-426,0,-12,-990,0,0,270000,0,0,0,Credit card,-30,0
100227,6428533,Closed,currency 1,-351,0,-167,-167,0,0,46750.5,0,0,0,Consumer credit,-167,0
100227,6428534,Closed,currency 1,-745,0,-380,-223,0,0,170541,0,0,0,Consumer credit,-222,0
100228,5598119,Closed,currency 1,-2297,0,-1992,-1964,0,0,57987,0,0,0,Consumer credit,-749,0
100228,5598127,Active,currency 1,-84,0,99,-1964,0,0,115420.5,0,0,0,Consumer credit,-6,0
100229,5309712,Closed,currency 1,-401,0,-279,-278,0,0,19219.5,0,0,0,Consumer credit,-277,0
100229,5309713,Active,currency 1,-110,0,1716,-278,0,0,981000,953550,0,0,Consumer credit,-7,0
100229,5309714,Active,currency 1,-2416,0,-2028,-278,0,0,33655.5,953550,0,0,Consumer credit,-2016,0
100229,5309715,Closed,currency 1,-2346,0,-2038,-2031,0,0,58590,953550,0,0,Consumer credit,-2029,0
100230,6532906,Active,currency 1,-533,0,31060,-2031,0,0,247500,120888,0,0,Credit card,-17,0
100230,6532904,Closed,currency 1,-1187,0,-852,-881,0,0,208288.26,0,0,0,Consumer credit,-734,0
100230,6532905,Closed,currency 1,-1165,0,-829,-858,0,0,98021.7,0,0,0,Consumer credit,-734,0
100230,6532907,Active,currency 1,-364,0,-829,-858,0,0,450000,0,0,0,Credit card,-11,0
100230,6532908,Closed,currency 1,-594,0,-226,-226,180,0,107536.5,0,0,0,Consumer credit,-220,0
100230,6532909,Closed,currency 1,-429,0,-64,-64,8556.165,0,105738.03,0,0,0,Consumer credit,-59,0
100232,6828734,Active,currency 1,-987,0,-257,-64,8556.165,0,279000,0,0,0,Consumer credit,-311,0
100232,6828735,Active,currency 1,-668,0,-257,-64,8556.165,0,225000,192595.5,0,0,Credit card,-4,11925
100233,5445418,Closed,currency 1,-1391,0,-632,-658,8556.165,0,130737.69,0,0,0,Consumer credit,-651,11925
100233,5445419,Closed,currency 1,-2815,0,-2332,-2332,8556.165,0,53757,0,0,0,Consumer credit,-2317,11925
100233,5445420,Active,currency 1,-2281,0,-1540,-2332,8556.165,0,135000,0,0,0,Consumer credit,-1547,11925
100233,5445421,Closed,currency 1,-1651,0,-1286,-1285,8556.165,0,70893,0,0,0,Consumer credit,-1165,11925
100233,5445422,Active,currency 1,-1603,0,-1286,-1285,8556.165,0,141750,0,0,0,Credit card,-885,11925
100233,5445423,Closed,currency 1,-1185,0,-470,-470,0,0,135000,0,0,0,Consumer credit,-464,11925
100233,5445424,Closed,currency 1,-1073,0,-342,-342,1787.76,0,198389.16,0,0,0,Consumer credit,-339,11925
100233,5445425,Active,currency 1,-1071,0,-342,-342,0,0,0,0,0,0,Credit card,-5,11925
100234,6792337,Closed,currency 1,-612,0,1214,-203,0,0,85500,0,0,0,Consumer credit,-115,11925
100234,6792338,Closed,currency 1,-868,0,958,-203,0,0,67500,0,0,0,Consumer credit,-115,11925
100234,6792339,Closed,currency 1,-1855,0,-29,-203,0,0,225000,0,0,0,Consumer credit,-115,11925
100234,6792340,Active,currency 1,-203,0,1623,-203,0,0,495000,469242,0,0,Consumer credit,-6,11925
100234,6792341,Closed,currency 1,-2411,0,-2228,-2227,0,0,32211,469242,0,0,Consumer credit,-2226,11925
100238,5892969,Closed,currency 1,-777,0,-473,-533,0,0,52911.855,0,0,0,Consumer credit,-530,11925
100238,5892970,Closed,currency 1,-834,0,-469,-498,0,0,144725.76,0,0,0,Consumer credit,-494,11925
100238,5892971,Closed,currency 1,-2420,0,-2118,-2115,0,0,54000,0,0,0,Consumer credit,-2111,11925
100238,5892972,Active,currency 1,-1464,0,-1189,-2115,0,0,87750,0,0,0,Consumer credit,-426,11925
100238,5892975,Closed,currency 1,-1182,0,-908,-853,0,0,44388,0,0,0,Consumer credit,-850,11925
100238,5892976,Closed,currency 1,-1126,0,-824,-790,0,0,102564,0,0,0,Consumer credit,-787,11925
100238,5892977,Closed,currency 1,-1126,0,-395,-369,0,0,122683.5,0,0,0,Consumer credit,-362,11925
100238,5892978,Closed,currency 1,-2638,0,-2333,-2329,0,0,50908.5,0,0,0,Consumer credit,-2326,11925
100238,5892979,Closed,currency 1,-2621,0,-2438,-2438,0,0,13500,0,0,0,Consumer credit,-2429,11925
100238,5892980,Closed,currency 1,-469,0,-377,-377,0,0,22410,0,0,0,Consumer credit,-371,11925
100239,6575497,Closed,currency 1,-1859,0,-1522,-1551,0,0,76936.5,0,0,0,Consumer credit,-858,11925
100239,6575498,Closed,currency 1,-2681,0,-2182,-2191,0,0,72742.5,0,0,0,Consumer credit,-610,11925
100239,6575499,Closed,currency 1,-2821,0,-2317,-2330,0,0,29844,0,0,0,Consumer credit,-621,11925
100239,6575501,Active,currency 1,-136,0,-2317,-2330,0,0,90000,61051.5,0,0,Credit card,-9,9000
100239,6575502,Active,currency 1,-518,0,578,-2330,0,0,450000,275287.5,0,0,Consumer credit,-25,12500.01
100239,6575503,Closed,currency 1,-878,0,-727,-727,0,0,40043.925,0,0,0,Consumer credit,-722,12500.01
100240,5848629,Closed,currency 1,-2311,0,-1977,-2066,0,0,15986.25,0,0,0,Consumer credit,-752,12500.01
100240,5848630,Closed,currency 1,-956,0,-772,-772,0,0,54180,0,0,0,Consumer credit,-742,12500.01
100240,5848631,Active,currency 1,-1564,0,-477,-772,0,0,3334.5,0,0,0,Credit card,-55,12500.01
100240,5848632,Active,currency 1,-167,0,496,-772,0,0,13500,3870,0,0,Credit card,-18,12500.01
100240,5848634,Active,currency 1,-795,0,496,-772,0,0,472500,3870,0,0,Credit card,-8,12500.01
100240,5848635,Active,currency 1,-1273,0,9685,-772,0,0,21825,3870,0,0,Credit card,-9,12500.01
100240,5848636,Closed,currency 1,-999,0,827,-790,0,0,225000,3870,0,0,Consumer credit,-790,12500.01
100240,5848637,Active,currency 1,-859,0,827,-790,0,0,45000,40522.5,4473.81,0,Credit card,-14,12500.01
100240,5848638,Active,currency 1,-76,0,1020,-790,0,0,172732.5,168601.5,0,0,Consumer credit,-15,12500.01
100240,5848633,Closed,currency 1,-105,0,-14,-45,0,0,13500,168601.5,0,0,Consumer credit,-21,12500.01
100243,6829600,Active,currency 1,-684,0,31021,-45,0,0,112500,111866.985,633.015,0,Credit card,-231,2700
100243,6829601,Active,currency 1,-1369,0,31021,-45,13809.105,0,4.5,0,0,0,Credit card,-218,2700
100243,6829602,Closed,currency 1,-684,0,31021,-270,0,0,0,0,0,0,Credit card,-264,0.45
100243,6829603,Active,currency 1,-380,0,31021,-270,0,0,18000,12766.5,0,0,Credit card,-13,0.45
100244,5699595,Closed,currency 1,-1949,0,-127,-488,0,0,1170000,0,0,0,Consumer credit,-486,0.45
100244,5699596,Active,currency 1,-310,0,1881,-488,0,0,4959000,6728494.5,0,0,Consumer credit,-3,0.45
100244,5699597,Closed,currency 1,-894,0,-590,-590,0,0,39195,0,0,0,Consumer credit,-587,0.45
100245,5229791,Closed,currency 1,-2172,0,-1806,-1794,0,0,113080.5,0,0,0,Consumer credit,-1046,0
100245,5229792,Closed,currency 1,-1786,0,-1630,-1610,0,0,53361,0,0,0,Consumer credit,-1028,0
100245,5229793,Active,currency 1,-868,0,490,-1610,0,0,270000,222750,0,0,Credit card,-186,0
100245,5229794,Active,currency 1,-689,0,1137,-1610,0,0,526500,390091.5,0,0,Consumer credit,-16,13923
100245,5229795,Active,currency 1,-584,0,1242,-1610,0,0,553500,424039.5,0,0,Consumer credit,-6,13608
100245,5229796,Closed,currency 1,-2171,0,-1806,-1806,0,0,113080.5,0,0,0,Consumer credit,-1688,0
100245,5229797,Active,currency 1,-1502,0,325,-1806,1665,0,1350000,0,0,0,Consumer credit,-10,33984
100245,6400021,Closed,currency 1,-2895,0,-1068,-1493,1665,0,400500,0,0,0,Consumer credit,-18,33984
100245,6400022,Closed,currency 1,-2044,0,-1068,-565,0,0,13500,0,0,0,Credit card,-474,33984
100246,6003066,Active,currency 1,-282,0,3370,-565,0,0,189000,162940.5,0,0,Credit card,-6,33984
100246,6003067,Closed,currency 1,-2586,0,-2312,-2311,2664,0,29493,162940.5,0,0,Consumer credit,-2310,33984
100246,6003068,Closed,currency 1,-2410,0,-2197,-2197,0,0,26460,0,0,0,Consumer credit,-2197,33984
100247,5690758,Active,currency 1,-604,0,1186,-2197,0,0,0,0,0,0,Credit card,-20,33984
100247,5690759,Closed,currency 1,-1886,0,-1582,-1642,7502.715,0,80100,0,0,0,Consumer credit,-1642,6300
100247,5690760,Closed,currency 1,-1089,0,-1582,-878,0,0,36000,0,0,0,Credit card,-775,19854
100250,6562811,Closed,currency 1,-1068,0,-337,-336,0,0,118908,0,0,0,Consumer credit,-336,19854
100252,5035775,Active,currency 1,-679,0,416,-336,0,0,900000,0,0,0,Consumer credit,-4,43600.5
100253,5478851,Closed,currency 1,-1833,0,-1144,-341,0,0,4500,0,0,0,Credit card,-338,43600.5
100253,5478853,Closed,currency 1,-2562,0,-1467,-1709,0,0,458550,0,0,0,Consumer credit,-1708,12735
100253,5478854,Closed,currency 1,-883,0,924,-348,0,0,2565256.5,0,0,0,Car loan,-343,0
100253,5478855,Active,currency 1,-580,0,743,-348,0,0,67500,0,0,0,Credit card,-119,0
100253,5478856,Active,currency 1,-881,0,226,-348,0,0,144000,0,0,0,Credit card,-343,0
100253,5478859,Closed,currency 1,-2618,0,-2268,-2439,0,0,224424,0,0,0,Consumer credit,-2439,0
100253,5478852,Closed,currency 1,-2451,0,-2269,-2303,0,0,30637.71,0,0,0,Consumer credit,-604,0
100253,5478858,Closed,currency 1,-2437,0,-1712,-2415,0,0,446292,0,0,0,Consumer credit,-2415,0
100253,5478860,Closed,currency 1,-2771,0,-2421,-2644,0,0,224424,0,0,0,Consumer credit,-2644,0
100255,6409599,Closed,currency 1,-399,0,-279,-279,0,0,150391.8,0,0,0,Consumer credit,-274,0
100255,6409600,Closed,currency 1,-734,0,-550,-550,0,0,89695.305,0,0,0,Consumer credit,-505,0
100255,6409601,Closed,currency 1,-507,0,-446,-446,0,0,120248.325,0,0,0,Consumer credit,-442,0
100255,6409602,Closed,currency 1,-856,0,-672,-672,580.095,0,341037.45,0,0,0,Consumer credit,-505,0
100256,6030625,Closed,currency 1,-1219,0,-945,-971,580.095,0,44384.76,0,0,0,Consumer credit,-852,0
100256,6030626,Closed,currency 1,-1429,0,-1276,-1305,580.095,0,23196.78,0,0,0,Consumer credit,-875,0
100256,6030627,Active,currency 1,-299,0,68,-1305,0,0,90004.5,25587,0,0,Consumer credit,-23,6923.43
100257,5908497,Active,currency 1,-539,0,191,-1305,0,0,141210,52155,0,0,Consumer credit,-19,6923.43
100259,6413841,Active,currency 1,-1025,0,801,-1305,0,0,544500,318483,0,0,Consumer credit,-10,6923.43
100259,6413842,Active,currency 1,-609,0,122,-1305,0,0,189154.98,41962.5,0,0,Consumer credit,-29,6923.43
100260,6319237,Closed,currency 1,-769,0,-588,-588,0,0,19755,0,0,0,Consumer credit,-586,6923.43
100260,6319238,Active,currency 1,-964,0,27323,-588,3439.485,2,364500,0,364500,0,Credit card,-29,6923.43
100260,6319239,Closed,currency 1,-1282,0,-919,-916,4612.5,0,66744,0,0,0,Consumer credit,-916,6923.43
100261,5055101,Closed,currency 1,-2447,0,-628,-1335,65102.445,0,673551,0,0,0,Consumer credit,-1335,6923.43
100261,5055102,Closed,currency 1,-660,0,-479,-479,0,0,35910,0,0,0,Consumer credit,-475,6923.43
100262,5160714,Closed,currency 1,-1058,0,-691,-968,0,0,45508.5,0,0,0,Consumer credit,-828,6923.43
100262,5160715,Active,currency 1,-696,0,1130,-968,0,0,2109915,2014218,0,0,Car loan,-5,6923.43
100262,5160716,Closed,currency 1,-2552,0,-1821,-1848,0,0,675000,0,0,0,Consumer credit,-1848,6923.43
100262,5160717,Closed,currency 1,-1751,0,-1205,-1205,0,0,619740,0,0,0,Consumer credit,-1205,6923.43
100263,5669527,Closed,currency 1,-1609,0,-1305,-1456,7524.81,0,86080.5,0,0,0,Consumer credit,-1456,9180
100264,5794974,Closed,currency 1,-976,0,-715,-715,0,0,152858.745,0,0,0,Consumer credit,-715,0
100265,6288571,Active,currency 1,-31,0,273,-715,0,0,75555,75555,0,0,Consumer credit,-30,0
100266,5131785,Active,currency 1,-2369,0,-1802,-715,0,0,135000,75555,0,0,Consumer credit,-1801,0
100266,5131786,Closed,currency 1,-1985,0,-1437,-921,0,0,225000,75555,0,0,Consumer credit,-918,0
100266,5131787,Sold,currency 1,-1366,0,-635,-1327,0,0,234000,0,0,0,Consumer credit,-453,0
100266,5131788,Active,currency 1,-445,0,1382,-1327,0,0,1350000,0,0,0,Consumer credit,-50,0
100266,5131789,Active,currency 1,-100,0,1726,-1327,0,0,292500,0,0,0,Consumer credit,-78,0
100268,6082822,Closed,currency 1,-555,0,-145,-145,0,0,318772.125,0,0,0,Consumer credit,-145,0
100268,6082821,Closed,currency 1,-634,0,-529,-529,0,0,75582.99,0,0,0,Consumer credit,-529,0
100268,6082823,Closed,currency 1,-398,0,-216,-216,0,0,46796.22,0,0,0,Consumer credit,-216,0
100268,6082824,Active,currency 1,-288,0,810,-216,0,0,45000,44307.9,692.1,0,Credit card,-6,0
100268,6082825,Closed,currency 1,-288,0,-145,-145,0,0,71353.08,0,0,0,Consumer credit,-145,0
100268,6082826,Active,currency 1,-145,0,586,-145,0,0,348451.335,300508.65,0,0,Consumer credit,-23,0
100269,5224501,Closed,currency 1,-386,0,-48,-48,0,0,202500,0,0,0,Consumer credit,-23,0
100269,5224502,Active,currency 1,-49,0,224,-48,0,0,163933.425,147034.665,0,0,Consumer credit,-2,0
100269,5224503,Closed,currency 1,-689,0,-324,-324,0,0,94999.5,0,0,0,Consumer credit,-317,0
100269,5224505,Active,currency 1,-114,0,251,-324,0,0,76455,59499,0,0,Consumer credit,-18,0
100271,6524806,Closed,currency 1,-894,0,-164,-166,0,0,900000,0,0,0,Consumer credit,-160,38295
100271,6524807,Closed,currency 1,-754,0,-390,-390,0,0,235111.5,0,0,0,Consumer credit,-390,0
100271,6524808,Active,currency 1,-2660,0,-2356,-390,0,0,46822.5,0,0,0,Consumer credit,-2344,5566.5
100271,6524809,Closed,currency 1,-2133,0,-1567,-1232,0,0,450000,0,0,0,Consumer credit,-1229,0
100271,6524811,Closed,currency 1,-1116,0,-934,-914,0,0,360000,0,0,0,Consumer credit,-909,0
100271,6524812,Closed,currency 1,-755,0,-390,-362,0,0,235111.5,0,0,0,Consumer credit,-356,0
100271,6524813,Closed,currency 1,-374,0,-161,-132,0,0,723375,0,0,0,Consumer credit,-125,40873.5
100272,6811365,Active,currency 1,-1010,0,-161,-132,7863.615,0,180000,179559,441,0,Credit card,-10,40873.5
100274,5165175,Active,currency 1,-805,0,1022,-132,0,0,1800000,179559,441,0,Consumer credit,-42,40873.5
100276,6469117,Closed,currency 1,-1117,0,-116,-116,0,0,225000,0,441,0,Consumer credit,-93,0
100276,6469116,Closed,currency 1,-2461,0,-2077,-1104,0,0,99000,0,441,0,Consumer credit,-1101,0
100276,6469118,Active,currency 1,-116,0,982,-1104,0,0,285232.5,267219,441,0,Consumer credit,-11,0
100278,6559353,Active,currency 1,-802,0,647,-1104,0,0,180000,168723,0,0,Credit card,-190,0
100278,6559354,Active,currency 1,-631,0,1195,-1104,0,0,805500,627759,0,0,Consumer credit,-20,22410
100278,6559355,Active,currency 1,-36,0,330,-1104,0,0,193315.5,178006.5,0,0,Consumer credit,-5,19039.5
100281,5079723,Closed,currency 1,-1334,0,-1151,-1141,0,0,21172.5,0,0,0,Consumer credit,-709,19039.5
100281,5079724,Closed,currency 1,-1498,0,-1143,-1143,0,0,101736,0,0,0,Consumer credit,-1135,19039.5
100281,5079726,Closed,currency 1,-1508,0,-1143,-913,0,0,101736,0,0,0,Consumer credit,-910,19039.5
100281,5079727,Active,currency 1,-374,0,722,-913,0,0,590850,0,0,0,Consumer credit,-255,19039.5
100281,5079728,Active,currency 1,-1099,0,-3,-913,0,0,225000,199440,0,0,Credit card,-19,19039.5
100281,5079729,Active,currency 1,-680,0,-3,-913,0,0,337500,199440,0,0,Credit card,-5,19039.5
100281,5079730,Closed,currency 1,-2569,0,-743,-1529,0,0,247500,0,0,0,Consumer credit,-1524,19039.5
