SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
2487238,100290,Cash loans,12046.23,112500,152464.5,3910.5,112500,SATURDAY,15,Y,1,0.097528854,Other,Approved,-586,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,24,high,Cash Street: high,-638,-605,365243,-240,365243,0
1042376,100290,Cash loans,29971.035,450000,640080,3910.5,450000,TUESDAY,14,Y,1,0.097528854,XNA,Refused,-65,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),8,XNA,48,middle,Cash X-Sell: middle,-638,-605,365243,-240,365243,0
2357402,100290,Cash loans,9050.985,45000,46485,3910.5,45000,WEDNESDAY,17,Y,1,0.097528854,XNA,Approved,-1016,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,6,middle,Cash X-Sell: middle,-638,-605,365243,-240,365243,0
1811883,100290,Cash loans,27067.365,405000,442422,3910.5,405000,SATURDAY,14,Y,1,0.097528854,XNA,Approved,-418,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,365243,-388,302,-148,-144,1
1956016,100290,Cash loans,5470.65,45000,45000,3910.5,45000,MONDAY,11,Y,1,0.097528854,XNA,Approved,-1053,Cash through the bank,XAP,Family,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),8,XNA,12,high,Cash Street: high,365243,-1023,-693,-843,-837,0
2475244,100290,Cash loans,19236.465,315000,364896,3910.5,315000,FRIDAY,17,Y,1,0.097528854,XNA,Refused,-62,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),8,XNA,36,middle,Cash X-Sell: middle,365243,-1023,-693,-843,-837,0
1481513,100290,Cash loans,4729.5,112500,112500,3910.5,112500,THURSDAY,15,Y,1,0.097528854,XNA,Approved,-714,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,48,middle,Cash X-Sell: middle,365243,-684,726,-564,-556,0
2691566,100290,Cash loans,15376.365,270000,327024,3910.5,270000,FRIDAY,17,Y,1,0.097528854,XNA,Refused,-62,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),8,XNA,48,middle,Cash X-Sell: middle,365243,-684,726,-564,-556,0
1781624,100290,Cash loans,16027.965,225000,343800,3910.5,225000,TUESDAY,14,Y,1,0.097528854,XNA,Refused,-65,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),8,XNA,48,middle,Cash X-Sell: middle,365243,-684,726,-564,-556,0
2841846,100291,Consumer loans,7780.41,49500,41562,9900,49500,MONDAY,11,Y,1,0.209513816,XAP,Approved,-1949,Non-cash from your account,XAP,Group of people,Repeater,Consumer Electronics,POS,XNA,Stone,60,Furniture,6,middle,POS industry with interest,365243,-1918,-1768,-1768,-1761,0
2220489,100291,Consumer loans,5642.415,32625,30816,3262.5,32625,MONDAY,10,Y,1,0.104263952,XAP,Approved,-2285,Non-cash from your account,XAP,Family,Repeater,Furniture,POS,XNA,Stone,60,Furniture,6,middle,POS industry with interest,365243,-2250,-2100,-2130,-2125,1
1568433,100291,Cash loans,11531.835,90000,108522,3262.5,90000,WEDNESDAY,9,Y,1,0.104263952,XNA,Approved,-1156,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,middle,Cash X-Sell: middle,365243,-1126,-796,-976,-970,1
1493171,100291,Cash loans,13304.655,157500,229275,3262.5,157500,FRIDAY,11,Y,1,0.104263952,XNA,Approved,-1000,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,high,Cash X-Sell: high,365243,-970,80,-40,-32,1
1771190,100292,Cash loans,24976.125,274500,358029,0,274500,WEDNESDAY,9,Y,1,0,XNA,Approved,-2093,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,high,Cash X-Sell: high,365243,-2063,-1373,-1403,-1395,1
1874254,100293,Revolving loans,6750,135000,135000,0,135000,WEDNESDAY,11,Y,1,0,XAP,Approved,-229,XNA,XAP,Family,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,365243,365243,365243,365243,365243,0
2209529,100293,Cash loans,6750,0,0,0,135000,WEDNESDAY,11,Y,1,0,XNA,Canceled,-229,XNA,XAP,Family,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,0,XNA,Cash,365243,365243,365243,365243,365243,0
1456818,100294,Consumer loans,4412.115,31756.5,36040.5,3195,31756.5,WEDNESDAY,13,Y,1,0.08868615,XAP,Approved,-1864,Cash through the bank,XAP,Children,New,Mobile,POS,XNA,Country-wide,45,Connectivity,12,high,POS mobile with interest,365243,-1833,-1503,-1563,-1559,0
1922403,100296,Cash loans,20358.27,256500,310671,3195,256500,SUNDAY,13,Y,1,0.08868615,XNA,Approved,-231,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,365243,-201,489,365243,365243,1
1927238,100296,Cash loans,20358.27,0,0,3195,256500,SUNDAY,13,Y,1,0.08868615,XNA,Canceled,-231,XNA,XAP,Unaccompanied,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,24,XNA,Cash,365243,-201,489,365243,365243,1
2409275,100296,Revolving loans,6750,135000,135000,3195,135000,SUNDAY,13,Y,1,0.08868615,XAP,Approved,-231,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,-214,-159,365243,365243,365243,0
1915179,100297,Consumer loans,21271.185,111195,117067.5,0,111195,FRIDAY,10,Y,1,0,XAP,Approved,-1002,XNA,XAP,Unaccompanied,Refreshed,Auto Accessories,POS,XNA,Stone,150,Industry,6,middle,POS other with interest,365243,-962,-812,-812,-803,0
2622301,100297,Consumer loans,11223,121639.5,109471.5,12168,121639.5,WEDNESDAY,11,Y,1,0.108945352,XAP,Approved,-528,XNA,XAP,Unaccompanied,Repeater,Auto Accessories,POS,XNA,Stone,150,Auto technology,12,middle,POS other with interest,365243,-490,-160,-340,-335,0
2823592,100297,Consumer loans,11223,55773,55773,0,55773,FRIDAY,13,Y,1,0,XAP,Refused,-750,Cash through the bank,HC,Unaccompanied,Repeater,Mobile,XNA,XNA,Country-wide,48,Connectivity,12,XNA,POS mobile with interest,365243,-490,-160,-340,-335,0
1795321,100297,Cash loans,11223,0,0,0,55773,TUESDAY,14,Y,1,0,XNA,Canceled,-102,XNA,XAP,Unaccompanied,Repeater,XNA,XNA,XNA,Contact center,-1,XNA,12,XNA,Cash,365243,-490,-160,-340,-335,0
1985744,100298,Cash loans,37381.05,315000,315000,0,315000,MONDAY,11,Y,1,0,XNA,Approved,-1242,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12,high,Cash Street: high,365243,-1212,-882,-882,-870,0
1428816,100298,Cash loans,69127.38,1170000,1237954.5,0,1170000,MONDAY,8,Y,1,0,XNA,Refused,-920,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,low_normal,Cash X-Sell: low,365243,-1212,-882,-882,-870,0
1125495,100298,Consumer loans,26080.245,155749.5,140170.5,15579,155749.5,TUESDAY,12,Y,1,0.108937411,XAP,Approved,-1059,XNA,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Regional / Local,130,Consumer electronics,6,middle,POS household with interest,365243,-1027,-877,-877,-863,0
1386472,100298,Consumer loans,4844.79,38245.5,24079.5,18000,38245.5,WEDNESDAY,8,Y,1,0.465871419,XAP,Approved,-1485,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Country-wide,2775,Consumer electronics,6,high,POS household with interest,365243,-1449,-1299,-1329,-1319,0
1740269,100299,Cash loans,25728.435,540000,604152,18000,540000,FRIDAY,15,Y,1,0.465871419,XNA,Approved,-1093,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,low_normal,Cash X-Sell: low,365243,-1063,-13,-493,-482,1
2431717,100299,Cash loans,25728.435,0,0,18000,540000,MONDAY,12,Y,1,0.465871419,XNA,Canceled,-222,XNA,XAP,Unaccompanied,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,36,XNA,Cash,365243,-1063,-13,-493,-482,1
1437162,100299,Cash loans,15737.985,135000,143910,0,135000,WEDNESDAY,13,Y,1,0,XNA,Approved,-2383,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,12,high,Cash Street: high,365243,-2353,-2023,-2023,-1595,1
2679773,100301,Consumer loans,12874.59,185935.14,246501,4.14,185935.14,TUESDAY,18,Y,1,1.83E-05,XAP,Refused,-1441,Cash through the bank,HC,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,2161,Consumer electronics,24,low_normal,POS household with interest,365243,-2353,-2023,-2023,-1595,1
1096827,100301,Consumer loans,12874.59,185935.14,246501,4.14,185935.14,TUESDAY,14,Y,1,1.83E-05,XAP,Refused,-1441,Cash through the bank,HC,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,2161,Consumer electronics,24,low_normal,POS household with interest,365243,-2353,-2023,-2023,-1595,1
1582095,100301,Cash loans,32809.005,225000,275373,4.14,225000,TUESDAY,16,Y,1,0.0000183,Other,Refused,-1574,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12,high,Cash Street: high,365243,-2353,-2023,-2023,-1595,1
2779805,100301,Consumer loans,32809.005,153531,153531,4.14,153531,TUESDAY,10,Y,1,0.0000183,XAP,Refused,-1427,Cash through the bank,HC,Unaccompanied,Repeater,Computers,XNA,XNA,Country-wide,2161,Consumer electronics,12,XNA,POS household with interest,365243,-2353,-2023,-2023,-1595,1
1965639,100301,Consumer loans,15783.075,127741.275,140382,4.275,127741.275,WEDNESDAY,10,Y,1,3.32E-05,XAP,Refused,-1398,Cash through the bank,SCO,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,2161,Consumer electronics,12,high,POS household with interest,365243,-2353,-2023,-2023,-1595,1
1537590,100301,Consumer loans,23157,121455,116649,22500,121455,FRIDAY,11,Y,1,0.176102922,XAP,Approved,-1669,Cash through the bank,XAP,Unaccompanied,New,Vehicles,POS,XNA,Regional / Local,50,Industry,6,high,POS other with interest,365243,-1638,-1488,-1488,-1485,0
1713084,100302,Cash loans,23157,0,0,22500,121455,WEDNESDAY,13,Y,1,0.176102922,XNA,Canceled,-84,XNA,XAP,Unaccompanied,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,6,XNA,Cash,365243,-1638,-1488,-1488,-1485,0
1799847,100302,Revolving loans,9000,0,180000,22500,121455,THURSDAY,11,Y,1,0.176102922,XAP,Approved,-615,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),-1,XNA,0,XNA,Card X-Sell,-613,-571,365243,365243,365243,0
1686950,100302,Consumer loans,1218.15,23575.5,23575.5,0,23575.5,THURSDAY,12,Y,1,0,XAP,Approved,-832,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Regional / Local,150,Consumer electronics,24,low_normal,POS household with interest,365243,-801,-111,-591,-584,0
1438335,100302,Cash loans,6037.155,67500,76410,0,67500,FRIDAY,14,Y,1,0,Repairs,Approved,-355,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24,high,Cash Street: high,365243,-325,365,-205,-199,1
2111997,100302,Cash loans,6037.155,0,0,0,67500,FRIDAY,11,Y,1,0,XNA,Canceled,-12,XNA,XAP,Unaccompanied,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,24,XNA,Cash,365243,-325,365,-205,-199,1
2602645,100302,Cash loans,6037.155,0,0,0,67500,FRIDAY,13,Y,1,0,XNA,Canceled,-355,XNA,XAP,Unaccompanied,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,24,XNA,Cash,365243,-325,365,-205,-199,1
1196793,100302,Consumer loans,4886.505,81346.5,81346.5,0,81346.5,WEDNESDAY,8,Y,1,0,XAP,Refused,-798,Cash through the bank,LIMIT,"Spouse, partner",Repeater,Consumer Electronics,POS,XNA,Regional / Local,150,Consumer electronics,18,low_action,POS household without interest,365243,-325,365,-205,-199,1
2530320,100302,Cash loans,4886.505,0,0,0,81346.5,THURSDAY,11,Y,1,0,XNA,Refused,-223,XNA,HC,"Spouse, partner",Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,18,XNA,Cash,365243,-325,365,-205,-199,1
1534074,100302,Cash loans,12505.5,450000,450000,0,450000,WEDNESDAY,13,Y,1,0,Repairs,Refused,-84,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,60,low_normal,Cash Street: low,365243,-325,365,-205,-199,1
2359575,100302,Cash loans,12505.5,0,0,0,450000,WEDNESDAY,13,Y,1,0,XNA,Canceled,-84,XNA,XAP,Unaccompanied,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,60,XNA,Cash,365243,-325,365,-205,-199,1
1024836,100302,Consumer loans,4182.93,80955,80955,0,80955,TUESDAY,13,Y,1,0,XAP,Approved,-449,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Stone,50,Consumer electronics,24,low_normal,POS household with interest,365243,-418,272,-208,-206,0
1992468,100303,Cash loans,16125.3,177714.135,221688.135,0,177714.135,TUESDAY,12,Y,1,0,XNA,Refused,-1177,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,18,middle,Cash Street: middle,365243,-418,272,-208,-206,0
2836921,100303,Revolving loans,16125.3,0,0,0,177714.135,FRIDAY,14,Y,1,0,XAP,Canceled,-278,XNA,XAP,Unaccompanied,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,18,XNA,Card Street,365243,-418,272,-208,-206,0
1480321,100303,Cash loans,19684.8,180000,180000,0,180000,THURSDAY,12,Y,1,0,XNA,Approved,-2638,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,12,high,Cash Street: high,365243,-2608,-2278,-2278,-2271,0
1992195,100303,Cash loans,5119.965,67500,87565.5,0,67500,WEDNESDAY,11,Y,1,0,XNA,Refused,-1176,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,24,middle,Cash X-Sell: middle,365243,-2608,-2278,-2278,-2271,0
2651663,100303,Cash loans,5834.7,45000,47475,0,45000,TUESDAY,11,Y,1,0,XNA,Approved,-2857,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,10,middle,Cash Street: middle,365243,-2827,-2557,-2557,-2551,1
2399667,100303,Cash loans,5834.7,0,0,0,45000,SATURDAY,14,Y,1,0,XNA,Canceled,-214,XNA,XAP,Unaccompanied,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,10,XNA,Cash,365243,-2827,-2557,-2557,-2551,1
1132965,100303,Consumer loans,4179.96,31455,30645,3145.5,31455,THURSDAY,14,Y,1,0.101381615,XAP,Approved,-2071,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,20,Connectivity,10,high,POS mobile with interest,365243,-1948,-1678,-1678,-1655,0
1344938,100303,Cash loans,26906.58,481500,519633,3145.5,481500,TUESDAY,11,Y,1,0.101381615,XNA,Approved,-323,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,24,low_normal,Cash X-Sell: low,365243,-293,397,365243,365243,1
2515937,100303,Cash loans,14202.36,229500,254340,3145.5,229500,WEDNESDAY,10,Y,1,0.101381615,XNA,Refused,-609,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,24,low_normal,Cash X-Sell: low,365243,-293,397,365243,365243,1
2402040,100303,Cash loans,21419.64,177714.135,213061.635,3145.5,177714.135,TUESDAY,11,Y,1,0.101381615,XNA,Refused,-1177,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12,middle,Cash Street: middle,365243,-293,397,365243,365243,1
1224634,100303,Cash loans,5170.23,45000,47970,3145.5,45000,FRIDAY,12,Y,1,0.101381615,XNA,Approved,-1524,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12,middle,Cash X-Sell: middle,365243,-1494,-1164,-1164,-1158,1
2431974,100303,Cash loans,15449.67,180000,197820,3145.5,180000,WEDNESDAY,10,Y,1,0.101381615,XNA,Approved,-1652,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,18,middle,Cash X-Sell: middle,365243,-1622,-1112,-1142,-1137,1
1702822,100303,Cash loans,15449.67,0,0,3145.5,180000,TUESDAY,11,Y,1,0.101381615,XNA,Canceled,-323,XNA,XAP,Unaccompanied,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,18,XNA,Cash,365243,-1622,-1112,-1142,-1137,1
2116543,100304,Consumer loans,5344.425,118633.5,118633.5,0,118633.5,SATURDAY,14,Y,1,0,XAP,Approved,-143,XNA,XAP,Unaccompanied,New,Clothing and Accessories,POS,XNA,Country-wide,100,Industry,24,low_action,POS industry without interest,365243,-109,581,365243,365243,0
1217722,100305,Consumer loans,19846.62,109710,115501.5,0,109710,SATURDAY,12,Y,1,0,XAP,Approved,-945,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Country-wide,1000,Consumer electronics,6,low_action,POS household without interest,365243,-913,-763,-763,-755,0
2280321,100306,Consumer loans,4288.905,31455,35770.5,3145.5,31455,MONDAY,5,Y,1,0.088028971,XAP,Approved,-1872,XNA,XAP,Unaccompanied,New,Mobile,POS,XNA,Regional / Local,136,Consumer electronics,12,high,POS household with interest,365243,-1806,-1476,-1476,-1473,0
2019765,100306,Cash loans,4288.905,0,0,3145.5,31455,WEDNESDAY,7,Y,1,0.088028971,XNA,Canceled,-302,XNA,XAP,Unaccompanied,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,12,XNA,Cash,365243,-1806,-1476,-1476,-1473,0
1405435,100306,Consumer loans,16076.79,135027,144679.5,0,135027,MONDAY,5,Y,1,0,XAP,Approved,-1158,XNA,XAP,Family,Repeater,Furniture,POS,XNA,Country-wide,200,Furniture,10,low_normal,POS industry without interest,365243,-1127,-857,-857,-850,0
2685304,100307,Cash loans,16076.79,0,0,0,135027,THURSDAY,15,Y,1,0,XNA,Canceled,-144,XNA,XAP,Family,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,10,XNA,Cash,365243,-1127,-857,-857,-850,0
1433174,100307,Cash loans,16076.79,0,0,0,135027,THURSDAY,15,Y,1,0,XNA,Canceled,-144,XNA,XAP,Family,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,10,XNA,Cash,365243,-1127,-857,-857,-850,0
2619685,100307,Cash loans,26014.68,679500,787131,0,679500,THURSDAY,15,Y,1,0,XNA,Refused,-144,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,low_normal,Cash X-Sell: low,365243,-1127,-857,-857,-850,0
2843337,100307,Revolving loans,3375,0,67500,0,679500,SUNDAY,12,Y,1,0,XAP,Approved,-2794,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card Street,-2792,-2759,365243,-1175,365243,1
2380050,100307,Cash loans,16228.485,270000,314905.5,0,270000,WEDNESDAY,16,Y,1,0,XNA,Approved,-1727,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,middle,Cash X-Sell: middle,365243,-1697,-647,-1217,-1211,1
1587676,100307,Cash loans,16228.485,0,0,0,270000,THURSDAY,16,Y,1,0,XNA,Canceled,-480,XNA,XAP,Unaccompanied,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,36,XNA,Cash,365243,-1697,-647,-1217,-1211,1
2349730,100307,Cash loans,8137.395,67500,71955,0,67500,MONDAY,14,Y,1,0,Repairs,Approved,-2155,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12,high,Cash Street: high,365243,-2125,-1795,-1795,-1793,1
1578171,100307,Consumer loans,13675.725,76410,72400.5,7641,76410,TUESDAY,13,Y,1,0.103967862,XAP,Approved,-846,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,35,Connectivity,6,middle,POS mobile with interest,365243,-815,-665,-725,-722,0
2518798,100307,Cash loans,19658.385,225000,247275,0,225000,MONDAY,15,Y,1,0,XNA,Approved,-2485,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18,middle,Cash Street: middle,365243,-2455,-1945,-1945,-1940,1
2598519,100308,Consumer loans,8289.27,58900.5,67095,5890.5,58900.5,MONDAY,17,Y,1,0.087898144,XAP,Approved,-1891,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,15,Connectivity,12,high,POS mobile with interest,365243,-1860,-1530,-1560,-1556,0
1603009,100308,Consumer loans,17714.205,195291,187056,23436,195291,FRIDAY,16,Y,1,0.121258454,XAP,Approved,-2293,Cash through the bank,XAP,"Spouse, partner",New,Audio/Video,POS,XNA,Country-wide,2301,Consumer electronics,12,low_normal,POS household without interest,365243,-2261,-1931,-2081,-2074,0
1964768,100308,Consumer loans,4685.67,103459.5,103459.5,0,103459.5,WEDNESDAY,12,Y,1,0,XAP,Refused,-230,XNA,SCO,"Spouse, partner",Repeater,Consumer Electronics,POS,XNA,Country-wide,100,Consumer electronics,24,low_action,POS household without interest,365243,-2261,-1931,-2081,-2074,0
1451906,100308,Revolving loans,4685.67,0,0,0,103459.5,TUESDAY,19,Y,1,0,XAP,Canceled,-426,XNA,XAP,"Spouse, partner",Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,24,XNA,Card Street,365243,-2261,-1931,-2081,-2074,0
1355602,100308,Consumer loans,4050.045,89901,89901,0,89901,SATURDAY,16,Y,1,0,XAP,Approved,-983,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,2000,Consumer electronics,24,low_action,POS household without interest,365243,-952,-262,-292,-289,0
1415599,100309,Revolving loans,2250,45000,45000,0,45000,SUNDAY,13,Y,1,0,XAP,Approved,-288,XNA,XAP,Family,New,XNA,Cards,walk-in,Country-wide,1552,Consumer electronics,0,XNA,Card Street,365243,365243,365243,365243,365243,0
1679603,100310,Consumer loans,7364.385,147582,62649,90000,147582,THURSDAY,5,Y,1,0.642114798,XAP,Refused,-553,Cash through the bank,LIMIT,Family,Repeater,Audio/Video,POS,XNA,Country-wide,1375,Consumer electronics,10,middle,POS household with interest,365243,365243,365243,365243,365243,0
1889868,100310,Consumer loans,15280.92,136107,147784.5,0,136107,SATURDAY,12,Y,1,0,XAP,Approved,-362,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,1375,Consumer electronics,12,middle,POS household with interest,365243,-330,0,-300,-291,0
2783626,100310,Consumer loans,18328.005,180841.5,196357.5,0,180841.5,FRIDAY,12,Y,1,0,XAP,Approved,-398,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,1375,Consumer electronics,12,low_normal,POS household with interest,365243,-366,-36,-366,-361,0
2617444,100310,Consumer loans,12961.395,154341,136507.5,30870,154341,SATURDAY,10,Y,1,0.20086473,XAP,Approved,-285,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,1375,Consumer electronics,12,low_normal,POS household with interest,365243,-254,76,-104,-102,0
1455335,100310,Consumer loans,11397.24,87295.5,94977,0,87295.5,TUESDAY,13,Y,1,0,XAP,Approved,-625,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Country-wide,1375,Consumer electronics,10,middle,POS household with interest,365243,-593,-323,-413,-410,0
1047312,100311,Cash loans,11397.24,0,0,0,87295.5,MONDAY,13,Y,1,0,XNA,Canceled,-216,XNA,XAP,Family,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,10,XNA,Cash,365243,-593,-323,-413,-410,0
2051045,100311,Cash loans,5700.645,45000,54261,0,45000,MONDAY,7,Y,1,0,XNA,Approved,-559,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,middle,Cash X-Sell: middle,365243,-529,-199,-469,-462,1
1145173,100311,Cash loans,5700.645,0,0,0,45000,SUNDAY,7,Y,1,0,XNA,Canceled,-469,XNA,XAP,Family,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,12,XNA,Cash,365243,-529,-199,-469,-462,1
1240272,100311,Cash loans,29338.47,306000,378805.5,0,306000,SATURDAY,8,Y,1,0,XNA,Approved,-911,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18,middle,Cash X-Sell: middle,365243,-881,-371,-461,-455,1
2483910,100311,Revolving loans,16875,337500,337500,0,337500,MONDAY,13,Y,1,0,XAP,Refused,-216,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,365243,-881,-371,-461,-455,1
1787060,100311,Cash loans,6535.8,45000,55075.5,0,45000,MONDAY,9,Y,1,0,XNA,Approved,-1098,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12,high,Cash Street: high,365243,-1068,-738,-738,-735,1
2209233,100311,Cash loans,6535.8,0,0,0,45000,MONDAY,7,Y,1,0,XNA,Canceled,-559,XNA,XAP,Unaccompanied,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,12,XNA,Cash,365243,-1068,-738,-738,-735,1
1579555,100311,Cash loans,6535.8,0,0,0,45000,SUNDAY,7,Y,1,0,XNA,Canceled,-84,XNA,XAP,Unaccompanied,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,12,XNA,Cash,365243,-1068,-738,-738,-735,1
