SK_ID_CURR,DEFAULTED,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100228,0,Cash loans,F,N,N,1,121500,1102500,32364,1102500,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,0.009657,-13957,-410,-5038,-4630,7,1,1,1,1,1,0,Laborers,3,2,2,MONDAY,13,0,0,0,0,0,0,Business Entity Type 2,0.741096318,0.408870612,0.425892898,0.0649,0.0935,0.9806,0.7348,0.0034,0,0.1379,0.1667,0.2083,0.0805,0.0471,0.0542,0.027,0.0983,0.0662,0.097,0.9806,0.7452,0,0,0.1379,0.1667,0.2083,0.0824,0.0514,0.0565,0.0272,0.104,0.0656,0.0935,0.9806,0.7383,0,0,0.1379,0.1667,0.2083,0.0819,0.0479,0.0552,0.0272,0.1003,reg oper account,block of flats,0.0477,"Stone, brick",No,0,0,0,0,-317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
100229,0,Cash loans,F,N,Y,0,157500,544491,16047,454500,Family,Working,Secondary / secondary special,Married,House / apartment,0.010147,-17947,-5025,-11812,-1505,7,1,1,0,1,0,0,Medicine staff,2,2,2,TUESDAY,17,0,0,0,0,0,0,Medicine,0.741096318,0.641012383,0.759712182,0.0649,0.0935,0.9806,0.7348,0.0034,0,0.1379,0.1667,0.2083,0.0805,0.0471,0.0542,0.027,0.0983,0.0662,0.097,0.9806,0.7452,0,0,0.1379,0.1667,0.2083,0.0824,0.0514,0.0565,0.0272,0.104,0.0656,0.0935,0.9806,0.7383,0,0,0.1379,0.1667,0.2083,0.0819,0.0479,0.0552,0.0272,0.1003,reg oper account,block of flats,0.0477,"Stone, brick",No,0,0,0,0,-122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100230,0,Revolving loans,F,N,N,0,135000,405000,20250,405000,Children,Working,Secondary / secondary special,Married,House / apartment,0.008474,-19070,-837,-6789,-2595,7,1,1,1,1,0,0,Sales staff,2,2,2,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,0.621555408,0.37154331,0.180887978,0.0649,0.0935,0.9806,0.7348,0.0034,0,0.1379,0.1667,0.2083,0.0805,0.0471,0.0542,0.027,0.0983,0.0662,0.097,0.9806,0.7452,0,0,0.1379,0.1667,0.2083,0.0824,0.0514,0.0565,0.0272,0.104,0.0656,0.0935,0.9806,0.7383,0,0,0.1379,0.1667,0.2083,0.0819,0.0479,0.0552,0.0272,0.1003,reg oper account,block of flats,0.0477,"Stone, brick",No,10,1,10,0,-481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100231,0,Cash loans,M,Y,Y,1,108000,912240,30276,787500,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.018634,-17850,-2899,-2880,-1400,9,1,1,0,1,0,0,Drivers,3,2,2,THURSDAY,9,0,0,0,0,1,1,Industry: type 3,0.621555408,0.497301263,0.832785025,0.0701,0.1336,0.9816,0.7348,0.0034,0,0.1207,0.125,0.2083,0.051,0.1009,0.0736,0,0.0011,0.0168,0.1387,0.9737,0.7452,0,0,0.069,0.0417,0.2083,0.0522,0.1102,0.0151,0,0.0012,0.0708,0.1336,0.9816,0.7383,0,0,0.1207,0.125,0.2083,0.0519,0.1026,0.0749,0,0.0011,reg oper account,block of flats,0.0114,"Stone, brick",No,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
100233,0,Cash loans,F,N,Y,0,216000,679671,28926,607500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-18341,-701,-9730,-1876,9,1,1,0,1,0,0,Drivers,2,2,2,WEDNESDAY,10,0,0,0,0,0,0,Transport: type 4,0.621555408,0.201583682,0.609275667,0.1031,0.0838,0.9826,0.762,0.009,0,0.2069,0.1667,0.2083,0,0.0841,0.0943,0,0,0.105,0.087,0.9826,0.7713,0.0091,0,0.2069,0.1667,0.2083,0,0.0918,0.0982,0,0,0.1041,0.0838,0.9826,0.7652,0.009,0,0.2069,0.1667,0.2083,0,0.0855,0.096,0,0,reg oper account,block of flats,0.0791,Panel,No,1,1,1,0,-2071,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
100234,0,Revolving loans,F,N,N,0,67500,180000,9000,180000,Unaccompanied,Working,Secondary / secondary special,Widow,With parents,0.003069,-16614,-551,-6098,-166,9,1,1,0,1,0,0,Core staff,1,3,3,THURSDAY,12,0,0,0,0,0,0,Hotel,0.621555408,0.583926047,0.716570245,0.0649,0.0787,0.9752,0.762,0.009,0,0.1379,0.1667,0.2083,0.0405,0.0841,0.0337,0,0.0333,0.0662,0.0816,0.9752,0.7713,0.0091,0,0.1379,0.1667,0.2083,0.0414,0.0918,0.0352,0,0.0353,0.0656,0.0787,0.9752,0.7652,0.009,0,0.1379,0.1667,0.2083,0.0412,0.0855,0.0344,0,0.034,reg oper account,block of flats,0.055,"Stone, brick",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100235,0,Cash loans,F,N,Y,0,135000,364896,19926,315000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-15887,-468,-4604,-3739,9,1,1,0,1,0,0,Cooking staff,2,2,2,WEDNESDAY,12,0,0,0,1,0,1,Military,0.621555408,0.505288174,0.218859082,0.066,0.0891,0.9762,0.6736,0.0079,0,0.1379,0.125,0.1667,0.012,0.0538,0.0499,0,0,0.0672,0.0925,0.9762,0.6864,0.008,0,0.1379,0.125,0.1667,0.0123,0.0588,0.052,0,0,0.0666,0.0891,0.9762,0.678,0.0079,0,0.1379,0.125,0.1667,0.0123,0.0547,0.0508,0,0,not specified,block of flats,0.0436,"Stone, brick",No,1,0,1,0,-736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100236,0,Cash loans,M,Y,Y,0,112500,312768,20353.5,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-23187,-1896,-5213,-4265,21,1,1,0,1,0,0,Laborers,2,2,2,TUESDAY,16,0,0,0,0,1,1,Business Entity Type 2,0.621555408,0.430618297,0.218859082,0.066,0.0891,0.9762,0.6736,0.0079,0,0.1379,0.125,0.1667,0.012,0.0538,0.0499,0,0,0.0672,0.0925,0.9762,0.6864,0.008,0,0.1379,0.125,0.1667,0.0123,0.0588,0.052,0,0,0.0666,0.0891,0.9762,0.678,0.0079,0,0.1379,0.125,0.1667,0.0123,0.0547,0.0508,0,0,not specified,block of flats,0.0436,"Stone, brick",No,2,0,2,0,-149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100237,0,Cash loans,F,N,N,2,144000,1288350,37800,1125000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Rented apartment,0.010966,-13803,-281,-640,-3215,21,1,1,1,1,1,0,Core staff,4,2,2,SATURDAY,11,1,1,0,1,1,0,Trade: type 3,0.621555408,0.547036233,0.21762852,0.0186,0.0891,0.9995,0.9932,0.0079,0,0.069,0.0833,0.1667,0.0067,0.0151,0.0192,0,0.0076,0.0189,0.0925,0.9995,0.9935,0.008,0,0.069,0.0833,0.1667,0.0068,0.0165,0.02,0,0.008,0.0187,0.0891,0.9995,0.9933,0.0079,0,0.069,0.0833,0.1667,0.0068,0.0154,0.0195,0,0.0077,reg oper account,block of flats,0.0167,Panel,No,1,0,1,0,-533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100238,0,Cash loans,M,Y,Y,2,135000,781920,50148,675000,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-12994,-1330,-2588,-1202,21,1,1,0,1,0,0,Laborers,4,2,2,SUNDAY,12,0,0,0,0,1,1,Business Entity Type 3,0.437289178,0.645633638,0.65452928,0.0186,0.0891,0.9995,0.9932,0.0079,0,0.069,0.0833,0.1667,0.0067,0.0151,0.0192,0,0.0076,0.0189,0.0925,0.9995,0.9935,0.008,0,0.069,0.0833,0.1667,0.0068,0.0165,0.02,0,0.008,0.0187,0.0891,0.9995,0.9933,0.0079,0,0.069,0.0833,0.1667,0.0068,0.0154,0.0195,0,0.0077,reg oper account,block of flats,0.0167,Panel,No,0,0,0,0,-334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100239,0,Cash loans,F,N,Y,1,225000,1483231.5,51687,1354500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-20191,-1699,-6040,-3723,21,1,1,0,1,0,1,Accountants,3,2,2,MONDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.853080364,0.757327684,0.130947153,0.0186,0.0891,0.9995,0.9932,0.0079,0,0.069,0.0833,0.1667,0.0067,0.0151,0.0192,0,0.0076,0.0189,0.0925,0.9995,0.9935,0.008,0,0.069,0.0833,0.1667,0.0068,0.0165,0.02,0,0.008,0.0187,0.0891,0.9995,0.9933,0.0079,0,0.069,0.0833,0.1667,0.0068,0.0154,0.0195,0,0.0077,reg oper account,block of flats,0.0167,Panel,No,2,1,2,0,-1864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
100240,0,Cash loans,M,N,Y,2,135000,590337,28530,477000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-11978,-3947,-6005,-4099,21,1,1,0,1,1,0,Laborers,4,3,2,SUNDAY,8,0,0,0,0,0,0,Housing,0.244903114,0.62853169,0.121408286,0.083,0.056,0.9816,0.8232,0.0681,0.1,0.1034,0.1875,0.4167,0.1387,0.1278,0.0967,0.0309,0.0158,0.0011,0,0.9762,0.8301,0.0687,0,0.0345,0,0.4167,0.1419,0.1396,0.0009,0.0311,0,0.0838,0.056,0.9816,0.8256,0.0685,0.1,0.1034,0.1875,0.4167,0.1411,0.13,0.0984,0.0311,0.0162,reg oper account,terraced house,0.1955,Wooden,No,4,1,4,1,-155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
100242,0,Cash loans,M,Y,Y,0,90000,101880,10827,90000,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.005144,-20945,-7359,-7395,-4287,11,1,1,1,1,0,0,Drivers,2,2,2,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.244903114,0.718314238,0.380799683,0.083,0.056,0.9816,0.8232,0.0681,0.1,0.1034,0.1875,0.4167,0.1387,0.1278,0.0967,0.0309,0.0158,0.0011,0,0.9762,0.8301,0.0687,0,0.0345,0,0.4167,0.1419,0.1396,0.0009,0.0311,0,0.0838,0.056,0.9816,0.8256,0.0685,0.1,0.1034,0.1875,0.4167,0.1411,0.13,0.0984,0.0311,0.0162,reg oper account,terraced house,0.1955,Wooden,No,0,0,0,0,-2278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100243,0,Cash loans,M,N,Y,0,112500,161730,13833,135000,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-9720,-573,-689,-2193,11,1,1,1,1,1,0,Laborers,2,2,2,SUNDAY,13,0,0,0,0,1,1,Business Entity Type 3,0.244903114,0.394074925,0.45432106,0.083,0.056,0.9816,0.8232,0.0681,0.1,0.1034,0.1875,0.4167,0.1387,0.1278,0.0967,0.0309,0.0158,0.0011,0,0.9762,0.8301,0.0687,0,0.0345,0,0.4167,0.1419,0.1396,0.0009,0.0311,0,0.0838,0.056,0.9816,0.8256,0.0685,0.1,0.1034,0.1875,0.4167,0.1411,0.13,0.0984,0.0311,0.0162,reg oper account,terraced house,0.1955,Wooden,No,3,0,3,0,-1197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100244,0,Cash loans,M,N,N,1,247500,447768,35505,405000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-17103,-5021,-221,-647,11,1,1,1,1,0,0,Laborers,3,2,2,SATURDAY,14,0,0,0,0,0,0,Industry: type 9,0.405097726,0.103570253,0.742181612,0.0866,0.1252,0.9876,0.8232,0.0681,0,0.2069,0.1667,0.4167,0.0551,0.1278,0.0905,0.0309,0.0428,0.0882,0.1299,0.9876,0.8301,0.0687,0,0.2069,0.1667,0.4167,0.0563,0.1396,0.0943,0.0311,0.0453,0.0874,0.1252,0.9876,0.8256,0.0685,0,0.2069,0.1667,0.4167,0.056,0.13,0.0921,0.0311,0.0437,reg oper account,block of flats,0.09,Panel,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100246,1,Cash loans,F,N,Y,0,135000,495216,26995.5,427500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008019,-12824,-154,-6764,-126,11,1,1,0,1,0,0,Laborers,2,2,2,THURSDAY,10,0,0,0,0,0,0,Self-employed,0.405097726,0.044020823,0.24318648,0.0577,0.0854,0.9826,0.762,0.015,0,0.1379,0.1667,0.2083,0.053,0.0454,0.0544,0.0077,0.0487,0.0588,0.0886,0.9826,0.7713,0.0151,0,0.1379,0.1667,0.2083,0.0542,0.0496,0.0567,0.0078,0.0515,0.0583,0.0854,0.9826,0.7652,0.0151,0,0.1379,0.1667,0.2083,0.0539,0.0462,0.0554,0.0078,0.0497,reg oper account,block of flats,0.0616,"Stone, brick",No,0,0,0,0,-309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100247,0,Cash loans,F,N,Y,0,225000,402939,19381.5,306000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-19914,-3408,-7647,-3444,11,1,1,0,1,1,0,Laborers,2,2,2,FRIDAY,11,0,1,1,0,1,1,Business Entity Type 1,0.582492392,0.657783611,0.196333966,0.0577,0.0854,0.9826,0.762,0.015,0,0.1379,0.1667,0.2083,0.053,0.0454,0.0544,0.0077,0.0487,0.0588,0.0886,0.9826,0.7713,0.0151,0,0.1379,0.1667,0.2083,0.0542,0.0496,0.0567,0.0078,0.0515,0.0583,0.0854,0.9826,0.7652,0.0151,0,0.1379,0.1667,0.2083,0.0539,0.0462,0.0554,0.0078,0.0497,reg oper account,block of flats,0.0616,"Stone, brick",No,2,1,2,0,-1498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
100248,0,Cash loans,F,N,Y,0,90000,808650,23643,675000,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.007305,-22389,365243,-12314,-4884,11,1,0,0,1,0,0,Laborers,2,3,3,WEDNESDAY,12,0,0,0,0,0,0,XNA,0.582492392,0.223494506,0.456109739,0.0082,0.0854,0.9414,0.762,0.015,0,0.1379,0.0417,0.2083,0.053,0.0454,0.007,0.0077,0.0487,0.0084,0.0886,0.9414,0.7713,0.0151,0,0.1379,0.0417,0.2083,0.0542,0.0496,0.0055,0.0078,0.0515,0.0083,0.0854,0.9414,0.7652,0.0151,0,0.1379,0.0417,0.2083,0.0539,0.0462,0.0071,0.0078,0.0497,reg oper account,block of flats,0.0042,Wooden,No,1,0,1,0,-1386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100249,0,Cash loans,F,N,Y,2,67500,76410,4513.5,67500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0105,-15293,-5317,-4699,-4753,11,1,1,1,1,0,0,Laborers,4,3,3,FRIDAY,15,0,0,0,0,1,1,Industry: type 3,0.636498271,0.093445327,0.519097338,0.034,0.0854,0.9816,0.762,0.015,0,0.1379,0.0833,0.2083,0.053,0.0454,0.0269,0.0077,0,0.0347,0.0886,0.9816,0.7713,0.0151,0,0.1379,0.0833,0.2083,0.0542,0.0496,0.0281,0.0078,0,0.0344,0.0854,0.9816,0.7652,0.0151,0,0.1379,0.0833,0.2083,0.0539,0.0462,0.0274,0.0078,0,reg oper account,block of flats,0.0212,"Stone, brick",No,0,0,0,0,-1655,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100250,0,Cash loans,F,Y,N,1,72000,90000,6529.5,90000,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.010966,-11259,-164,-808,-3951,17,1,1,0,1,0,0,Laborers,3,2,2,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.636498271,0.295432991,0.621226338,0.034,0.0854,0.9816,0.762,0.015,0,0.1379,0.0833,0.2083,0.053,0.0454,0.0269,0.0077,0,0.0347,0.0886,0.9816,0.7713,0.0151,0,0.1379,0.0833,0.2083,0.0542,0.0496,0.0281,0.0078,0,0.0344,0.0854,0.9816,0.7652,0.0151,0,0.1379,0.0833,0.2083,0.0539,0.0462,0.0274,0.0078,0,reg oper account,block of flats,0.0212,"Stone, brick",No,0,0,0,0,-1203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
100251,0,Cash loans,M,Y,Y,0,202500,270000,14134.5,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-19530,-1940,-7092,-3060,12,1,1,0,1,1,0,Drivers,2,2,2,THURSDAY,8,0,0,0,0,1,1,Other,0.690436678,0.581022345,0.621226338,0.034,0.0854,0.9816,0.762,0.015,0,0.1379,0.0833,0.2083,0.053,0.0454,0.0269,0.0077,0,0.0347,0.0886,0.9816,0.7713,0.0151,0,0.1379,0.0833,0.2083,0.0542,0.0496,0.0281,0.0078,0,0.0344,0.0854,0.9816,0.7652,0.0151,0,0.1379,0.0833,0.2083,0.0539,0.0462,0.0274,0.0078,0,reg oper account,block of flats,0.0212,"Stone, brick",No,0,0,0,0,-1424,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100252,0,Cash loans,F,N,Y,0,225000,490495.5,50391,454500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006629,-17715,-1256,-5284,-1238,12,1,1,0,1,0,0,Sales staff,2,2,2,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,0.690436678,0.670967177,0.621226338,0.232,0.2113,0.9886,0.8436,0.064,0.2,0.1724,0.3333,0.0417,0.142,0.1858,0.2913,0.0154,0.0199,0.2363,0.2192,0.9886,0.8497,0.0646,0.2014,0.1724,0.3333,0.0417,0.1452,0.2029,0.3035,0.0156,0.021,0.2342,0.2113,0.9886,0.8457,0.0644,0.2,0.1724,0.3333,0.0417,0.1445,0.189,0.2966,0.0155,0.0203,org spec account,block of flats,0.2685,Panel,No,3,0,3,0,-470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
100254,0,Cash loans,M,Y,Y,0,292500,1078200,34911,900000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,-21646,-2127,-381,-4264,2,1,1,0,1,1,0,Drivers,2,1,1,FRIDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.717761351,0.750442691,0.511891802,0.0722,0.0575,0.9886,0.8708,0.0137,0.2,0.0345,0.1667,0.0417,0.142,0.1858,0.2913,0.0154,0.0199,0.0735,0.0597,0.9886,0.8759,0.0138,0.2014,0.0345,0.1667,0.0417,0.1452,0.2029,0.3035,0.0156,0.021,0.0729,0.0575,0.9886,0.8725,0.0138,0.2,0.0345,0.1667,0.0417,0.1445,0.189,0.2966,0.0155,0.0203,reg oper spec account,block of flats,0.0376,"Stone, brick",No,2,1,2,1,-307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100255,0,Cash loans,M,Y,Y,0,315000,824544,52825.5,720000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.04622,-15377,-4398,-34,-5046,3,1,1,0,1,0,0,Laborers,1,1,1,MONDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.593709944,0.611885996,0.420610964,0.0722,0.0575,0.9886,0.8708,0.0137,0.2,0.0345,0.1667,0.0417,0.142,0.1858,0.2913,0.0154,0.0199,0.0735,0.0597,0.9886,0.8759,0.0138,0.2014,0.0345,0.1667,0.0417,0.1452,0.2029,0.3035,0.0156,0.021,0.0729,0.0575,0.9886,0.8725,0.0138,0.2,0.0345,0.1667,0.0417,0.1445,0.189,0.2966,0.0155,0.0203,reg oper spec account,block of flats,0.0376,"Stone, brick",No,0,0,0,0,-567,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100257,0,Cash loans,F,N,Y,0,90000,312768,16119,270000,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.018634,-23090,365243,-7062,-2979,3,1,0,0,1,1,0,Laborers,1,2,2,TUESDAY,10,0,0,0,0,0,0,XNA,0.593709944,0.518700873,0.73098737,0.0722,0.0575,0.9886,0.8708,0.0137,0.2,0.0345,0.1667,0.0417,0.142,0.1858,0.2913,0.0154,0.0199,0.0735,0.0597,0.9886,0.8759,0.0138,0.2014,0.0345,0.1667,0.0417,0.1452,0.2029,0.3035,0.0156,0.021,0.0729,0.0575,0.9886,0.8725,0.0138,0.2,0.0345,0.1667,0.0417,0.1445,0.189,0.2966,0.0155,0.0203,reg oper spec account,block of flats,0.0376,"Stone, brick",No,3,1,3,1,-2568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100258,0,Cash loans,F,N,Y,0,135000,81000,9135,81000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-16273,-1605,-939,-1092,3,1,1,0,1,0,0,Cooking staff,2,2,2,TUESDAY,14,0,0,0,0,0,0,Restaurant,0.593709944,0.233864895,0.73098737,0.1247,0.0563,0.9732,0.6328,0.1041,0,0.2069,0.1667,0.2083,0,0.0925,0.1388,0.0425,0.0869,0.1271,0.0584,0.9732,0.6472,0.105,0,0.2069,0.1667,0.2083,0,0.101,0.1446,0.0428,0.092,0.126,0.0563,0.9732,0.6377,0.1047,0,0.2069,0.1667,0.2083,0,0.0941,0.1413,0.0427,0.0887,reg oper account,block of flats,0.185,Block,No,6,0,6,0,-364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
100259,0,Cash loans,M,Y,Y,0,180000,427500,21955.5,427500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018209,-20672,365243,-3315,-3299,25,1,0,0,1,0,0,Cooking staff,2,3,3,FRIDAY,8,0,0,0,0,0,0,XNA,0.593709944,0.379162041,0.379100485,0.1247,0.0563,0.9732,0.6328,0.1041,0,0.2069,0.1667,0.2083,0,0.0925,0.1388,0.0425,0.0869,0.1271,0.0584,0.9732,0.6472,0.105,0,0.2069,0.1667,0.2083,0,0.101,0.1446,0.0428,0.092,0.126,0.0563,0.9732,0.6377,0.1047,0,0.2069,0.1667,0.2083,0,0.0941,0.1413,0.0427,0.0887,reg oper account,block of flats,0.185,Block,No,2,0,2,0,-1838,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
